id,age,wp,SPA
14,57,1,60
14,58,1,60
14,59,1,60
14,60,1,60
14,61,0,60
14,62,1,60
14,63,1,60
14,64,1,60
14,65,0,60
14,66,1,60
14,67,0,60
14,68,0,60
14,69,1,60
14,70,0,60
14,71,0,60
14,72,0,60
14,73,0,60
14,74,0,60
14,75,0,60
15,52,1,60
15,53,1,60
15,54,1,60
15,55,0,60
15,56,1,60
15,57,1,60
15,58,1,60
15,59,0,60
15,60,0,60
15,61,0,60
15,62,0,60
15,63,0,60
15,64,0,60
15,65,0,60
15,66,0,60
15,67,0,60
15,68,0,60
15,69,0,60
15,70,0,60
15,71,0,60
15,72,0,60
15,73,0,60
15,74,0,60
15,75,0,60
16,52,1,60
16,53,1,60
16,54,1,60
16,55,1,60
16,56,1,60
16,57,1,60
16,58,1,60
16,59,1,60
16,60,1,60
16,61,0,60
16,62,1,60
16,63,1,60
16,64,1,60
16,65,0,60
16,66,0,60
16,67,0,60
16,68,0,60
16,69,0,60
16,70,1,60
16,71,0,60
16,72,0,60
16,73,1,60
16,74,0,60
16,75,0,60
17,52,0,60
17,53,0,60
17,54,0,60
17,55,0,60
17,56,1,60
17,57,1,60
17,58,1,60
17,59,1,60
17,60,0,60
17,61,0,60
17,62,1,60
17,63,1,60
17,64,1,60
17,65,0,60
17,66,1,60
17,67,0,60
17,68,1,60
17,69,1,60
17,70,0,60
17,71,1,60
17,72,1,60
17,73,0,60
17,74,1,60
17,75,1,60
18,52,1,60
18,53,1,60
18,54,1,60
18,55,1,60
18,56,0,60
18,57,1,60
18,58,1,60
18,59,0,60
18,60,0,60
18,61,0,60
18,62,0,60
18,63,0,60
18,64,0,60
18,65,0,60
18,66,0,60
18,67,0,60
18,68,0,60
18,69,0,60
18,70,0,60
18,71,0,60
18,72,0,60
18,73,0,60
18,74,0,60
18,75,0,60
19,52,1,60
19,53,1,60
19,54,1,60
19,55,1,60
19,56,1,60
19,57,1,60
19,58,1,60
19,59,1,60
19,60,1,60
19,61,1,60
19,62,0,60
19,63,1,60
19,64,0,60
19,65,0,60
19,66,0,60
19,67,0,60
19,68,0,60
19,69,0,60
19,70,0,60
19,71,0,60
19,72,0,60
19,73,0,60
19,74,0,60
19,75,0,60
20,52,0,60
20,53,1,60
20,54,1,60
20,55,1,60
20,56,0,60
20,57,1,60
20,58,1,60
20,59,1,60
20,60,0,60
20,61,0,60
20,62,0,60
20,63,0,60
20,64,0,60
20,65,0,60
20,66,0,60
20,67,0,60
20,68,0,60
20,69,0,60
20,70,0,60
20,71,0,60
20,72,0,60
20,73,0,60
20,74,0,60
20,75,0,60
21,52,1,60
21,53,0,60
21,54,0,60
21,55,0,60
21,56,0,60
21,57,0,60
21,58,0,60
21,59,0,60
21,60,0,60
21,61,0,60
21,62,0,60
21,63,0,60
21,64,0,60
21,65,0,60
21,66,0,60
21,67,0,60
21,68,0,60
21,69,0,60
21,70,0,60
21,71,0,60
21,72,0,60
21,73,0,60
21,74,0,60
21,75,0,60
22,52,1,60
22,53,1,60
22,54,0,60
22,55,1,60
22,56,0,60
22,57,1,60
22,58,0,60
22,59,1,60
22,60,0,60
22,61,0,60
22,62,0,60
22,63,0,60
22,64,0,60
22,65,0,60
22,66,0,60
22,67,0,60
22,68,0,60
22,69,0,60
22,70,0,60
22,71,0,60
22,72,0,60
22,73,0,60
22,74,0,60
22,75,0,60
23,52,1,60
23,53,0,60
23,54,1,60
23,55,1,60
23,56,1,60
23,57,1,60
23,58,1,60
23,59,0,60
23,60,1,60
23,61,0,60
23,62,0,60
23,63,1,60
23,64,0,60
23,65,0,60
23,66,0,60
23,67,0,60
23,68,0,60
23,69,0,60
23,70,0,60
23,71,0,60
23,72,0,60
23,73,0,60
23,74,0,60
23,75,0,60
24,52,1,60
24,53,0,60
24,54,1,60
24,55,1,60
24,56,0,60
24,57,1,60
24,58,1,60
24,59,1,60
24,60,0,60
24,61,0,60
24,62,0,60
24,63,0,60
24,64,0,60
24,65,0,60
24,66,0,60
24,67,0,60
24,68,0,60
24,69,0,60
24,70,0,60
24,71,0,60
24,72,0,60
24,73,0,60
24,74,0,60
24,75,0,60
25,52,1,60
25,53,0,60
25,54,1,60
25,55,1,60
25,56,1,60
25,57,1,60
25,58,1,60
25,59,1,60
25,60,1,60
25,61,1,60
25,62,1,60
25,63,0,60
25,64,1,60
25,65,0,60
25,66,0,60
25,67,1,60
25,68,1,60
25,69,1,60
25,70,1,60
25,71,1,60
25,72,1,60
25,73,1,60
25,74,1,60
25,75,1,60
26,52,1,60
26,53,1,60
26,54,1,60
26,55,1,60
26,56,1,60
26,57,1,60
26,58,1,60
26,59,1,60
26,60,0,60
26,61,1,60
26,62,1,60
26,63,1,60
26,64,1,60
26,65,0,60
26,66,0,60
26,67,0,60
26,68,0,60
26,69,0,60
26,70,0,60
26,71,0,60
26,72,0,60
26,73,0,60
26,74,0,60
26,75,0,60
27,52,0,60
27,53,1,60
27,54,1,60
27,55,0,60
27,56,1,60
27,57,0,60
27,58,0,60
27,59,1,60
27,60,0,60
27,61,0,60
27,62,0,60
27,63,1,60
27,64,0,60
27,65,0,60
27,66,0,60
27,67,0,60
27,68,0,60
27,69,0,60
27,70,0,60
27,71,0,60
27,72,0,60
27,73,0,60
27,74,0,60
27,75,0,60
28,52,1,60
28,53,1,60
28,54,1,60
28,55,1,60
28,56,0,60
28,57,1,60
28,58,1,60
28,59,0,60
28,60,0,60
28,61,0,60
28,62,0,60
28,63,0,60
28,64,0,60
28,65,0,60
28,66,0,60
28,67,0,60
28,68,0,60
28,69,0,60
28,70,0,60
28,71,0,60
28,72,0,60
28,73,0,60
28,74,0,60
28,75,0,60
29,52,1,60
29,53,1,60
29,54,1,60
29,55,1,60
29,56,1,60
29,57,1,60
29,58,1,60
29,59,1,60
29,60,1,60
29,61,1,60
29,62,1,60
29,63,1,60
29,64,0,60
29,65,0,60
29,66,0,60
29,67,0,60
29,68,0,60
29,69,0,60
29,70,0,60
29,71,0,60
29,72,0,60
29,73,0,60
29,74,0,60
29,75,0,60
30,52,1,60
30,53,1,60
30,54,1,60
30,55,1,60
30,56,1,60
30,57,1,60
30,58,1,60
30,59,1,60
30,60,1,60
30,61,1,60
30,62,1,60
30,63,1,60
30,64,1,60
30,65,0,60
30,66,0,60
30,67,0,60
30,68,0,60
30,69,0,60
30,70,0,60
30,71,0,60
30,72,0,60
30,73,0,60
30,74,0,60
30,75,0,60
31,52,0,60
31,53,0,60
31,54,1,60
31,55,0,60
31,56,1,60
31,57,1,60
31,58,1,60
31,59,0,60
31,60,0,60
31,61,0,60
31,62,0,60
31,63,0,60
31,64,0,60
31,65,0,60
31,66,0,60
31,67,0,60
31,68,0,60
31,69,0,60
31,70,0,60
31,71,0,60
31,72,0,60
31,73,0,60
31,74,0,60
31,75,0,60
32,52,0,60
32,53,0,60
32,54,0,60
32,55,0,60
32,56,1,60
32,57,0,60
32,58,0,60
32,59,0,60
32,60,0,60
32,61,0,60
32,62,0,60
32,63,0,60
32,64,0,60
32,65,0,60
32,66,0,60
32,67,0,60
32,68,0,60
32,69,0,60
32,70,0,60
32,71,0,60
32,72,0,60
32,73,0,60
32,74,0,60
32,75,0,60
33,52,1,60
33,53,1,60
33,54,1,60
33,55,1,60
33,56,1,60
33,57,1,60
33,58,0,60
33,59,1,60
33,60,0,60
33,61,1,60
33,62,1,60
33,63,0,60
33,64,1,60
33,65,0,60
33,66,0,60
33,67,0,60
33,68,0,60
33,69,0,60
33,70,1,60
33,71,1,60
33,72,1,60
33,73,1,60
33,74,1,60
33,75,1,60
34,52,0,60
34,53,0,60
34,54,0,60
34,55,0,60
34,56,0,60
34,57,0,60
34,58,0,60
34,59,1,60
34,60,0,60
34,61,0,60
34,62,0,60
34,63,0,60
34,64,0,60
34,65,0,60
34,66,0,60
34,67,0,60
34,68,0,60
34,69,0,60
34,70,0,60
34,71,0,60
34,72,0,60
34,73,0,60
34,74,0,60
34,75,0,60
35,52,0,60
35,53,0,60
35,54,0,60
35,55,0,60
35,56,0,60
35,57,0,60
35,58,0,60
35,59,0,60
35,60,0,60
35,61,0,60
35,62,0,60
35,63,0,60
35,64,0,60
35,65,0,60
35,66,0,60
35,67,0,60
35,68,0,60
35,69,0,60
35,70,0,60
35,71,0,60
35,72,0,60
35,73,0,60
35,74,0,60
35,75,0,60
36,52,1,60
36,53,1,60
36,54,1,60
36,55,1,60
36,56,0,60
36,57,0,60
36,58,1,60
36,59,1,60
36,60,0,60
36,61,0,60
36,62,0,60
36,63,0,60
36,64,0,60
36,65,0,60
36,66,0,60
36,67,0,60
36,68,0,60
36,69,0,60
36,70,0,60
36,71,0,60
36,72,0,60
36,73,0,60
36,74,0,60
36,75,0,60
37,52,1,60
37,53,1,60
37,54,1,60
37,55,1,60
37,56,1,60
37,57,1,60
37,58,1,60
37,59,1,60
37,60,1,60
37,61,0,60
37,62,0,60
37,63,1,60
37,64,0,60
37,65,0,60
37,66,0,60
37,67,0,60
37,68,0,60
37,69,0,60
37,70,0,60
37,71,0,60
37,72,0,60
37,73,0,60
37,74,0,60
37,75,0,60
38,52,1,60
38,53,1,60
38,54,0,60
38,55,1,60
38,56,0,60
38,57,1,60
38,58,1,60
38,59,1,60
38,60,0,60
38,61,0,60
38,62,1,60
38,63,0,60
38,64,1,60
38,65,0,60
38,66,0,60
38,67,0,60
38,68,0,60
38,69,0,60
38,70,0,60
38,71,0,60
38,72,0,60
38,73,0,60
38,74,0,60
38,75,0,60
39,52,1,60
39,53,1,60
39,54,0,60
39,55,1,60
39,56,1,60
39,57,1,60
39,58,1,60
39,59,1,60
39,60,1,60
39,61,0,60
39,62,1,60
39,63,0,60
39,64,0,60
39,65,0,60
39,66,0,60
39,67,0,60
39,68,0,60
39,69,0,60
39,70,0,60
39,71,1,60
39,72,0,60
39,73,1,60
39,74,0,60
39,75,1,60
40,52,0,60
40,53,0,60
40,54,0,60
40,55,0,60
40,56,0,60
40,57,0,60
40,58,0,60
40,59,0,60
40,60,0,60
40,61,0,60
40,62,0,60
40,63,0,60
40,64,0,60
40,65,0,60
40,66,0,60
40,67,0,60
40,68,0,60
40,69,0,60
40,70,0,60
40,71,0,60
40,72,0,60
40,73,0,60
40,74,0,60
40,75,0,60
41,52,1,60
41,53,1,60
41,54,1,60
41,55,1,60
41,56,1,60
41,57,1,60
41,58,0,60
41,59,1,60
41,60,1,60
41,61,0,60
41,62,0,60
41,63,0,60
41,64,0,60
41,65,0,60
41,66,0,60
41,67,0,60
41,68,0,60
41,69,0,60
41,70,0,60
41,71,0,60
41,72,0,60
41,73,0,60
41,74,0,60
41,75,0,60
42,52,1,60
42,53,1,60
42,54,1,60
42,55,1,60
42,56,1,60
42,57,1,60
42,58,1,60
42,59,1,60
42,60,0,60
42,61,0,60
42,62,1,60
42,63,0,60
42,64,0,60
42,65,0,60
42,66,0,60
42,67,0,60
42,68,0,60
42,69,0,60
42,70,0,60
42,71,0,60
42,72,0,60
42,73,0,60
42,74,0,60
42,75,0,60
43,52,0,60
43,53,1,60
43,54,0,60
43,55,0,60
43,56,0,60
43,57,0,60
43,58,0,60
43,59,0,60
43,60,0,60
43,61,0,60
43,62,0,60
43,63,0,60
43,64,0,60
43,65,0,60
43,66,0,60
43,67,0,60
43,68,0,60
43,69,0,60
43,70,0,60
43,71,0,60
43,72,0,60
43,73,0,60
43,74,0,60
43,75,0,60
44,52,1,60
44,53,1,60
44,54,1,60
44,55,1,60
44,56,0,60
44,57,1,60
44,58,1,60
44,59,1,60
44,60,0,60
44,61,1,60
44,62,0,60
44,63,1,60
44,64,1,60
44,65,0,60
44,66,0,60
44,67,0,60
44,68,0,60
44,69,0,60
44,70,0,60
44,71,0,60
44,72,0,60
44,73,0,60
44,74,0,60
44,75,0,60
45,52,0,60
45,53,1,60
45,54,1,60
45,55,0,60
45,56,0,60
45,57,0,60
45,58,0,60
45,59,1,60
45,60,0,60
45,61,0,60
45,62,0,60
45,63,0,60
45,64,0,60
45,65,0,60
45,66,0,60
45,67,1,60
45,68,0,60
45,69,0,60
45,70,0,60
45,71,1,60
45,72,1,60
45,73,0,60
45,74,1,60
45,75,0,60
46,52,1,60
46,53,1,60
46,54,1,60
46,55,1,60
46,56,1,60
46,57,1,60
46,58,1,60
46,59,1,60
46,60,1,60
46,61,1,60
46,62,1,60
46,63,1,60
46,64,0,60
46,65,0,60
46,66,0,60
46,67,0,60
46,68,0,60
46,69,0,60
46,70,0,60
46,71,0,60
46,72,0,60
46,73,1,60
46,74,0,60
46,75,1,60
47,52,0,60
47,53,1,60
47,54,1,60
47,55,1,60
47,56,1,60
47,57,1,60
47,58,1,60
47,59,0,60
47,60,1,60
47,61,1,60
47,62,1,60
47,63,1,60
47,64,1,60
47,65,0,60
47,66,1,60
47,67,1,60
47,68,0,60
47,69,1,60
47,70,0,60
47,71,1,60
47,72,0,60
47,73,1,60
47,74,0,60
47,75,0,60
48,52,1,60
48,53,1,60
48,54,1,60
48,55,1,60
48,56,1,60
48,57,1,60
48,58,1,60
48,59,1,60
48,60,0,60
48,61,1,60
48,62,0,60
48,63,1,60
48,64,1,60
48,65,0,60
48,66,0,60
48,67,1,60
48,68,0,60
48,69,0,60
48,70,0,60
48,71,0,60
48,72,0,60
48,73,0,60
48,74,0,60
48,75,0,60
49,52,1,60
49,53,1,60
49,54,1,60
49,55,1,60
49,56,1,60
49,57,0,60
49,58,1,60
49,59,1,60
49,60,0,60
49,61,1,60
49,62,1,60
49,63,1,60
49,64,0,60
49,65,0,60
49,66,0,60
49,67,0,60
49,68,0,60
49,69,0,60
49,70,0,60
49,71,0,60
49,72,1,60
49,73,1,60
49,74,0,60
49,75,1,60
50,52,1,60
50,53,1,60
50,54,1,60
50,55,1,60
50,56,1,60
50,57,1,60
50,58,1,60
50,59,1,60
50,60,1,60
50,61,0,60
50,62,1,60
50,63,1,60
50,64,1,60
50,65,0,60
50,66,0,60
50,67,0,60
50,68,1,60
50,69,0,60
50,70,1,60
50,71,1,60
50,72,1,60
50,73,1,60
50,74,0,60
50,75,0,60
51,52,0,60
51,53,0,60
51,54,0,60
51,55,0,60
51,56,1,60
51,57,1,60
51,58,0,60
51,59,1,60
51,60,1,60
51,61,0,60
51,62,1,60
51,63,0,60
51,64,0,60
51,65,0,60
51,66,0,60
51,67,0,60
51,68,0,60
51,69,0,60
51,70,0,60
51,71,0,60
51,72,0,60
51,73,0,60
51,74,0,60
51,75,0,60
52,52,1,60
52,53,0,60
52,54,1,60
52,55,0,60
52,56,1,60
52,57,1,60
52,58,0,60
52,59,0,60
52,60,0,60
52,61,0,60
52,62,0,60
52,63,0,60
52,64,0,60
52,65,0,60
52,66,0,60
52,67,0,60
52,68,0,60
52,69,0,60
52,70,0,60
52,71,0,60
52,72,0,60
52,73,0,60
52,74,0,60
52,75,0,60
53,52,1,60
53,53,1,60
53,54,1,60
53,55,1,60
53,56,1,60
53,57,1,60
53,58,1,60
53,59,1,60
53,60,1,60
53,61,0,60
53,62,1,60
53,63,1,60
53,64,0,60
53,65,0,60
53,66,0,60
53,67,0,60
53,68,0,60
53,69,0,60
53,70,0,60
53,71,0,60
53,72,0,60
53,73,0,60
53,74,0,60
53,75,0,60
54,52,0,60
54,53,1,60
54,54,0,60
54,55,1,60
54,56,0,60
54,57,1,60
54,58,1,60
54,59,0,60
54,60,0,60
54,61,0,60
54,62,0,60
54,63,0,60
54,64,0,60
54,65,0,60
54,66,0,60
54,67,0,60
54,68,0,60
54,69,0,60
54,70,0,60
54,71,0,60
54,72,0,60
54,73,0,60
54,74,0,60
54,75,0,60
55,52,0,60
55,53,1,60
55,54,0,60
55,55,1,60
55,56,0,60
55,57,1,60
55,58,0,60
55,59,1,60
55,60,0,60
55,61,0,60
55,62,0,60
55,63,0,60
55,64,0,60
55,65,0,60
55,66,0,60
55,67,0,60
55,68,0,60
55,69,0,60
55,70,0,60
55,71,0,60
55,72,0,60
55,73,0,60
55,74,0,60
55,75,0,60
56,52,1,60
56,53,1,60
56,54,1,60
56,55,1,60
56,56,1,60
56,57,1,60
56,58,0,60
56,59,1,60
56,60,0,60
56,61,0,60
56,62,0,60
56,63,0,60
56,64,0,60
56,65,0,60
56,66,0,60
56,67,0,60
56,68,0,60
56,69,0,60
56,70,0,60
56,71,0,60
56,72,0,60
56,73,0,60
56,74,0,60
56,75,0,60
57,52,1,60
57,53,1,60
57,54,1,60
57,55,1,60
57,56,1,60
57,57,1,60
57,58,1,60
57,59,1,60
57,60,0,60
57,61,0,60
57,62,0,60
57,63,0,60
57,64,0,60
57,65,0,60
57,66,0,60
57,67,0,60
57,68,0,60
57,69,0,60
57,70,0,60
57,71,0,60
57,72,0,60
57,73,0,60
57,74,0,60
57,75,0,60
58,52,1,60
58,53,1,60
58,54,1,60
58,55,1,60
58,56,1,60
58,57,1,60
58,58,1,60
58,59,1,60
58,60,0,60
58,61,0,60
58,62,0,60
58,63,0,60
58,64,0,60
58,65,0,60
58,66,0,60
58,67,0,60
58,68,0,60
58,69,0,60
58,70,0,60
58,71,0,60
58,72,0,60
58,73,0,60
58,74,0,60
58,75,0,60
59,52,1,60
59,53,1,60
59,54,0,60
59,55,1,60
59,56,1,60
59,57,1,60
59,58,1,60
59,59,0,60
59,60,1,60
59,61,0,60
59,62,1,60
59,63,0,60
59,64,0,60
59,65,0,60
59,66,0,60
59,67,0,60
59,68,0,60
59,69,0,60
59,70,0,60
59,71,0,60
59,72,0,60
59,73,0,60
59,74,0,60
59,75,0,60
60,52,1,60
60,53,1,60
60,54,1,60
60,55,1,60
60,56,1,60
60,57,1,60
60,58,1,60
60,59,1,60
60,60,0,60
60,61,1,60
60,62,1,60
60,63,1,60
60,64,1,60
60,65,0,60
60,66,0,60
60,67,0,60
60,68,0,60
60,69,0,60
60,70,0,60
60,71,0,60
60,72,0,60
60,73,0,60
60,74,0,60
60,75,0,60
61,52,1,60
61,53,1,60
61,54,1,60
61,55,1,60
61,56,1,60
61,57,0,60
61,58,1,60
61,59,1,60
61,60,0,60
61,61,0,60
61,62,0,60
61,63,1,60
61,64,0,60
61,65,0,60
61,66,0,60
61,67,0,60
61,68,0,60
61,69,0,60
61,70,0,60
61,71,0,60
61,72,0,60
61,73,0,60
61,74,0,60
61,75,0,60
62,52,1,60
62,53,1,60
62,54,1,60
62,55,1,60
62,56,1,60
62,57,1,60
62,58,1,60
62,59,1,60
62,60,0,60
62,61,0,60
62,62,0,60
62,63,0,60
62,64,0,60
62,65,0,60
62,66,0,60
62,67,0,60
62,68,0,60
62,69,0,60
62,70,0,60
62,71,0,60
62,72,0,60
62,73,0,60
62,74,0,60
62,75,0,60
63,52,1,60
63,53,1,60
63,54,1,60
63,55,1,60
63,56,0,60
63,57,0,60
63,58,1,60
63,59,0,60
63,60,0,60
63,61,0,60
63,62,0,60
63,63,0,60
63,64,0,60
63,65,0,60
63,66,0,60
63,67,0,60
63,68,0,60
63,69,0,60
63,70,0,60
63,71,0,60
63,72,0,60
63,73,0,60
63,74,0,60
63,75,0,60
64,52,0,60
64,53,0,60
64,54,0,60
64,55,0,60
64,56,0,60
64,57,0,60
64,58,1,60
64,59,1,60
64,60,0,60
64,61,0,60
64,62,0,60
64,63,0,60
64,64,0,60
64,65,0,60
64,66,0,60
64,67,0,60
64,68,0,60
64,69,1,60
64,70,0,60
64,71,0,60
64,72,0,60
64,73,0,60
64,74,0,60
64,75,0,60
65,52,0,60
65,53,0,60
65,54,1,60
65,55,1,60
65,56,0,60
65,57,1,60
65,58,0,60
65,59,1,60
65,60,0,60
65,61,0,60
65,62,0,60
65,63,0,60
65,64,0,60
65,65,0,60
65,66,0,60
65,67,0,60
65,68,0,60
65,69,0,60
65,70,0,60
65,71,0,60
65,72,0,60
65,73,0,60
65,74,0,60
65,75,0,60
66,52,0,60
66,53,0,60
66,54,0,60
66,55,0,60
66,56,0,60
66,57,0,60
66,58,0,60
66,59,0,60
66,60,0,60
66,61,0,60
66,62,0,60
66,63,0,60
66,64,0,60
66,65,0,60
66,66,0,60
66,67,0,60
66,68,0,60
66,69,0,60
66,70,0,60
66,71,0,60
66,72,0,60
66,73,0,60
66,74,0,60
66,75,0,60
67,52,0,60
67,53,1,60
67,54,1,60
67,55,1,60
67,56,0,60
67,57,1,60
67,58,0,60
67,59,0,60
67,60,0,60
67,61,0,60
67,62,0,60
67,63,0,60
67,64,0,60
67,65,0,60
67,66,0,60
67,67,0,60
67,68,0,60
67,69,0,60
67,70,0,60
67,71,0,60
67,72,0,60
67,73,0,60
67,74,0,60
67,75,0,60
68,52,1,60
68,53,1,60
68,54,1,60
68,55,1,60
68,56,1,60
68,57,1,60
68,58,1,60
68,59,1,60
68,60,1,60
68,61,1,60
68,62,1,60
68,63,1,60
68,64,1,60
68,65,0,60
68,66,1,60
68,67,1,60
68,68,1,60
68,69,1,60
68,70,1,60
68,71,1,60
68,72,0,60
68,73,0,60
68,74,0,60
68,75,0,60
69,52,1,60
69,53,1,60
69,54,1,60
69,55,1,60
69,56,1,60
69,57,1,60
69,58,1,60
69,59,1,60
69,60,1,60
69,61,1,60
69,62,1,60
69,63,1,60
69,64,1,60
69,65,1,60
69,66,0,60
69,67,0,60
69,68,0,60
69,69,0,60
69,70,0,60
69,71,0,60
69,72,0,60
69,73,0,60
69,74,0,60
69,75,0,60
70,52,0,60
70,53,0,60
70,54,0,60
70,55,0,60
70,56,0,60
70,57,1,60
70,58,0,60
70,59,0,60
70,60,0,60
70,61,0,60
70,62,0,60
70,63,0,60
70,64,0,60
70,65,0,60
70,66,0,60
70,67,0,60
70,68,0,60
70,69,0,60
70,70,0,60
70,71,0,60
70,72,0,60
70,73,0,60
70,74,0,60
70,75,0,60
71,52,1,60
71,53,1,60
71,54,1,60
71,55,1,60
71,56,1,60
71,57,1,60
71,58,1,60
71,59,1,60
71,60,1,60
71,61,1,60
71,62,1,60
71,63,1,60
71,64,1,60
71,65,0,60
71,66,0,60
71,67,0,60
71,68,0,60
71,69,0,60
71,70,0,60
71,71,0,60
71,72,0,60
71,73,0,60
71,74,0,60
71,75,0,60
72,52,1,60
72,53,1,60
72,54,1,60
72,55,1,60
72,56,1,60
72,57,1,60
72,58,1,60
72,59,1,60
72,60,1,60
72,61,1,60
72,62,1,60
72,63,0,60
72,64,1,60
72,65,0,60
72,66,0,60
72,67,0,60
72,68,0,60
72,69,0,60
72,70,0,60
72,71,0,60
72,72,0,60
72,73,0,60
72,74,0,60
72,75,0,60
73,52,0,60
73,53,1,60
73,54,1,60
73,55,1,60
73,56,1,60
73,57,1,60
73,58,1,60
73,59,1,60
73,60,1,60
73,61,0,60
73,62,0,60
73,63,1,60
73,64,1,60
73,65,0,60
73,66,0,60
73,67,0,60
73,68,0,60
73,69,0,60
73,70,0,60
